marital_status,day_or_night,previous_qualification,admission_grade,displaced,gender,age,international,target
soltero,Si,126,130.2,Si,Hombre,18,No,Dropout
soltero,Si,137,122.3,No,Hombre,18,No,Graduate
soltero,Si,117,125.4,Si,Hombre,19,No,Graduate
soltero,No,100,130,No,Hombre,40,No,Dropout
soltero,Si,120,150,No,Hombre,25,No,Dropout
soltero,Si,126,116.9,Si,Hombre,20,No,Dropout
soltero,Si,111,95.8,Si,Hombre,43,No,Dropout
soltero,Si,150,150,No,Hombre,35,No,Graduate
soltero,No,116,118.5,No,Hombre,23,No,Graduate
soltero,Si,130,131.1,No,Hombre,19,No,Graduate
soltero,Si,150,150.3,Si,Hombre,21,No,Graduate
soltero,Si,108,105.6,Si,Hombre,20,No,Graduate
soltero,Si,133.1,125.3,No,Hombre,30,No,Dropout
divorciado,Si,120,131,Si,Hombre,44,No,Graduate
soltero,Si,146,127,No,Hombre,19,No,Graduate
soltero,Si,150,150,Si,Hombre,22,No,Graduate
soltero,Si,160,149.2,No,Hombre,18,No,Graduate
soltero,Si,125,121.5,Si,Hombre,21,No,Graduate
soltero,Si,125,137.3,No,Hombre,18,No,Dropout
soltero,Si,122,119.6,Si,Hombre,18,No,Graduate
soltero,Si,138,141.5,No,Hombre,19,No,Graduate
soltero,Si,150,150,Si,Hombre,21,No,Dropout
soltero,Si,140,110,No,Hombre,31,No,Graduate
soltero,Si,113,110.2,Si,Hombre,21,No,Dropout
soltero,Si,133.1,120,No,Hombre,27,No,Dropout
soltero,Si,118,114.2,Si,Hombre,20,No,Graduate
soltero,Si,125,121.5,Si,Hombre,19,No,Graduate
soltero,Si,131,128.2,Si,Hombre,18,No,Graduate
soltero,Si,133.1,120,Si,Hombre,29,No,Dropout
soltero,Si,139,136.9,Si,Hombre,19,No,Graduate
soltero,Si,95,95,No,Hombre,21,No,Dropout
soltero,Si,150,148.8,No,Hombre,25,No,Graduate
soltero,Si,120,110,No,Hombre,32,No,Dropout
soltero,No,136,133.9,No,Hombre,26,No,Dropout
soltero,Si,133,125.7,Si,Hombre,18,No,Graduate
soltero,Si,125,116.6,No,Hombre,19,No,Graduate
soltero,Si,127,141,Si,Hombre,19,No,Graduate
soltero,Si,130,130,No,Hombre,27,No,Dropout
soltero,Si,140,140,Si,Hombre,21,No,Graduate
soltero,Si,135,137.5,Si,Hombre,19,No,Graduate
soltero,Si,132,120.8,Si,Hombre,18,No,Dropout
soltero,Si,110,136.5,No,Hombre,28,No,Dropout
casado,Si,130,122,No,Hombre,25,No,Dropout
soltero,Si,130,130,No,Hombre,25,No,Dropout
soltero,Si,133.1,98,No,Hombre,26,No,Dropout
soltero,Si,135,121,Si,Hombre,18,No,Graduate
soltero,Si,140,130,No,Hombre,25,No,Dropout
soltero,Si,131,132.8,Si,Hombre,19,No,Graduate
soltero,Si,131,126.3,No,Hombre,19,No,Graduate
divorciado,No,100,111.5,No,Hombre,45,No,Dropout
casado,No,140,118.2,No,Hombre,52,No,Graduate
soltero,Si,124,115.6,Si,Hombre,20,No,Dropout
soltero,Si,130,117.8,Si,Hombre,19,No,Graduate
soltero,Si,142,127,No,Hombre,21,No,Dropout
casado,No,150,140,No,Hombre,35,No,Graduate
casado,Si,110,106,Si,Hombre,36,No,Graduate
divorciado,Si,110,151,No,Hombre,47,No,Dropout
soltero,No,112,106.4,No,Hombre,22,No,Dropout
casado,No,100,125.3,Si,Hombre,41,No,Dropout
soltero,Si,130,130,No,Hombre,26,No,Dropout
casado,No,133.1,116,No,Mujer,51,No,Dropout
casado,No,100,100,Si,Mujer,41,No,Graduate
soltero,Si,130,118.5,Si,Hombre,23,No,Graduate
soltero,Si,129,118.9,Si,Hombre,22,No,Dropout
soltero,Si,127,119.3,Si,Hombre,25,No,Dropout
soltero,No,140,135.8,Si,Hombre,25,No,Graduate
soltero,Si,130,130,Si,Hombre,22,No,Graduate
soltero,Si,140,150,No,Hombre,47,No,Dropout
casado,No,133.1,111.9,Si,Hombre,41,No,Dropout
soltero,Si,120,150.1,Si,Hombre,43,No,Graduate
soltero,Si,133.1,130,No,Hombre,29,No,Dropout
soltero,Si,120,128,No,Hombre,30,No,Dropout
soltero,Si,133.1,102.5,No,Hombre,26,No,Dropout
soltero,No,133.1,102.5,No,Hombre,27,No,Dropout
casado,Si,100,110,No,Hombre,36,No,Graduate
soltero,Si,133.1,114,No,Hombre,29,No,Dropout
soltero,Si,120,128.2,Si,Hombre,35,No,Dropout
soltero,Si,128,116.5,No,Hombre,18,No,Graduate
soltero,No,172,149.3,No,Hombre,24,No,Graduate
soltero,Si,146,134.1,Si,Hombre,18,No,Dropout
soltero,Si,150,133.5,Si,Hombre,21,No,Graduate
soltero,Si,130,110,No,Hombre,32,No,Graduate
soltero,Si,111,107.5,Si,Hombre,22,No,Dropout
soltero,Si,130,130,Si,Hombre,32,No,Dropout
soltero,Si,170,111.6,No,Hombre,35,No,Dropout
soltero,Si,133.1,101,Si,Hombre,23,No,Dropout
casado,Si,120,128.2,No,Hombre,35,No,Dropout
casado,Si,110,150,No,Hombre,32,No,Graduate
soltero,Si,133.1,142.8,No,Hombre,20,No,Dropout
soltero,No,150,150,Si,Hombre,44,No,Dropout
casado,Si,133.1,156.5,No,Hombre,53,No,Graduate
soltero,Si,120,98.6,No,Hombre,28,No,Dropout
soltero,No,130,130,No,Hombre,31,No,Dropout
soltero,Si,100,120,No,Hombre,44,No,Dropout
soltero,Si,142,127.7,Si,Hombre,19,No,Graduate
soltero,Si,148,147.7,No,Hombre,18,No,Dropout
soltero,Si,170,170,Si,Hombre,20,No,Graduate
soltero,Si,110,110.2,No,Hombre,55,No,Graduate
soltero,Si,135,121,No,Hombre,19,No,Dropout
soltero,Si,133,129.9,No,Hombre,18,No,Graduate
casado,Si,133.1,132,No,Hombre,43,No,Dropout
soltero,Si,121,125.9,Si,Hombre,18,No,Dropout
soltero,Si,159,165.7,Si,Hombre,18,No,Dropout
soltero,Si,130,122.7,Si,Hombre,20,No,Dropout
casado,No,121,141.4,No,Hombre,29,No,Dropout
soltero,Si,133.1,156.4,Si,Hombre,44,No,Dropout
soltero,Si,125,131.7,Si,Hombre,20,No,Dropout
casado,Si,120,104.7,Si,Hombre,36,No,Dropout
casado,Si,110,110,No,Hombre,29,No,Dropout
soltero,Si,120,129.1,Si,Hombre,18,No,Dropout
soltero,Si,133.1,120,No,Hombre,24,No,Dropout
soltero,Si,133.1,127,No,Hombre,20,No,Graduate
casado,No,133.1,151.5,No,Hombre,45,No,Dropout
soltero,Si,130,126.8,Si,Hombre,28,No,Graduate
soltero,Si,128,125.6,Si,Hombre,18,No,Graduate
soltero,Si,140,127.8,Si,Hombre,23,No,Dropout
soltero,Si,140,131.3,No,Hombre,22,No,Graduate
soltero,No,120,155.7,No,Hombre,33,No,Graduate
soltero,Si,130,128.5,No,Hombre,21,No,Graduate
casado,Si,100,170,No,Hombre,45,No,Graduate
casado,Si,133.1,100,No,Hombre,44,No,Dropout
divorciado,Si,110,107.2,No,Hombre,42,No,Dropout
soltero,Si,147,139.3,Si,Hombre,20,No,Dropout
soltero,Si,137,122.3,Si,Hombre,20,No,Graduate
soltero,No,120,128.5,No,Hombre,26,No,Dropout
casado,Si,133.1,150,No,Hombre,31,No,Graduate
soltero,Si,142,136.1,No,Hombre,19,No,Graduate
soltero,Si,100,128,Si,Hombre,28,No,Graduate
soltero,Si,149,158.1,Si,Hombre,20,No,Graduate
casado,No,110,108.7,Si,Mujer,43,No,Graduate
soltero,Si,133.1,110,No,Hombre,25,Si,Dropout
soltero,Si,133.1,120,No,Mujer,40,No,Dropout
soltero,Si,150,150,No,Mujer,20,Si,Graduate
casado,No,133.1,113,No,Mujer,46,No,Graduate
soltero,Si,121,118.6,No,Mujer,26,No,Graduate
casado,Si,133.1,148.8,No,Mujer,34,No,Graduate
soltero,Si,122,120.3,Si,Mujer,19,No,Dropout
soltero,Si,143,127,Si,Mujer,18,No,Graduate
soltero,Si,123,113.8,Si,Mujer,18,No,Graduate
soltero,No,120,108,No,Hombre,37,No,Graduate
soltero,Si,114,129.1,No,Hombre,23,No,Graduate
soltero,Si,114,135.9,No,Hombre,26,No,Graduate
soltero,Si,154.4,154.4,Si,Mujer,18,Si,Dropout
soltero,Si,136,132.5,Si,Mujer,19,No,Graduate
soltero,Si,163.3,163.3,No,Mujer,18,Si,Graduate
soltero,Si,126,122.5,Si,Mujer,19,No,Dropout
soltero,Si,137,131.8,No,Mujer,22,No,Graduate
soltero,Si,139,135,Si,Mujer,18,No,Graduate
soltero,Si,142,141.7,No,Mujer,18,No,Graduate
soltero,Si,133.1,131.3,Si,Mujer,18,No,Graduate
soltero,Si,126,123.9,Si,Mujer,18,No,Graduate
soltero,Si,131,126.1,Si,Mujer,18,No,Graduate
soltero,Si,131,126.5,Si,Mujer,19,No,Graduate
soltero,Si,108,107.3,No,Mujer,20,No,Dropout
soltero,Si,133.1,95,Si,Mujer,19,No,Dropout
soltero,Si,122,116.1,Si,Mujer,18,No,Graduate
soltero,Si,143,134.6,Si,Mujer,18,No,Dropout
soltero,Si,135,128,Si,Mujer,18,No,Graduate
soltero,Si,148,144.2,Si,Mujer,18,No,Graduate
soltero,Si,134,129.5,No,Mujer,18,No,Graduate
soltero,Si,122,116.8,Si,Mujer,18,No,Graduate
soltero,Si,160,160,No,Mujer,20,No,Graduate
soltero,Si,126,127.1,Si,Mujer,19,No,Graduate
soltero,Si,115,112.9,Si,Mujer,19,No,Graduate
soltero,Si,130,121.6,No,Mujer,19,No,Graduate
soltero,Si,130,130,No,Mujer,20,Si,Graduate
soltero,Si,135,121.7,Si,Mujer,18,No,Graduate
soltero,Si,120,120,No,Mujer,33,No,Dropout
soltero,Si,148,143.5,No,Mujer,19,No,Dropout
soltero,Si,136,128.3,No,Mujer,18,No,Graduate
soltero,Si,108,111.9,No,Mujer,19,No,Dropout
soltero,Si,153,137.6,Si,Mujer,18,No,Graduate
soltero,Si,135,135,Si,Mujer,20,No,Graduate
soltero,Si,146,133.8,Si,Mujer,19,No,Graduate
soltero,Si,130,126.9,Si,Hombre,18,No,Graduate
soltero,Si,113,106.7,Si,Hombre,19,No,Dropout
soltero,No,145.7,145.7,Si,Mujer,25,Si,Graduate
soltero,No,126,118.7,No,Mujer,19,No,Graduate
soltero,No,160,161.8,Si,Hombre,33,No,Dropout
soltero,Si,130,130,No,Mujer,19,Si,Graduate
soltero,Si,156,136.8,Si,Mujer,18,No,Dropout
soltero,Si,141,130.9,Si,Mujer,18,No,Graduate
soltero,Si,143,127,Si,Mujer,18,No,Graduate
casado,Si,133.1,120,No,Mujer,37,No,Dropout
soltero,Si,172,153.8,Si,Mujer,20,Si,Graduate
soltero,Si,140,140,No,Hombre,21,Si,Graduate
soltero,Si,142,136.6,No,Mujer,18,No,Graduate
soltero,Si,148,140,Si,Mujer,18,No,Graduate
soltero,Si,137,130.8,No,Mujer,18,No,Graduate
soltero,Si,143,138.8,Si,Mujer,31,No,Graduate
soltero,Si,133.1,110,No,Mujer,23,No,Graduate
soltero,Si,138,127.8,Si,Mujer,19,No,Graduate
soltero,Si,138,134.2,Si,Mujer,20,No,Graduate
casado,No,150,143,No,Mujer,40,No,Graduate
soltero,Si,120,120,Si,Mujer,32,No,Dropout
soltero,Si,110,113.2,Si,Mujer,24,No,Dropout
soltero,Si,146,135.8,Si,Mujer,18,No,Graduate
soltero,Si,148,143.5,No,Mujer,18,No,Graduate
soltero,Si,145,148.9,Si,Mujer,18,No,Graduate
soltero,Si,133.1,115.6,Si,Mujer,27,No,Dropout
soltero,Si,160,159.3,No,Mujer,18,No,Graduate
soltero,Si,130,133.2,Si,Mujer,19,No,Graduate
soltero,No,120,117.6,Si,Mujer,19,No,Graduate
soltero,Si,120,122.6,No,Mujer,20,No,Dropout
soltero,Si,133.1,100,No,Mujer,30,No,Dropout
soltero,Si,130,130,No,Mujer,21,No,Graduate
soltero,Si,120,122.8,No,Mujer,26,No,Dropout
soltero,Si,135,145.9,No,Mujer,18,No,Graduate
soltero,Si,133.1,143,Si,Mujer,21,No,Dropout
soltero,Si,145,100,No,Mujer,18,No,Dropout
soltero,Si,138,125.1,Si,Mujer,19,No,Dropout
soltero,Si,126,120.8,Si,Mujer,19,No,Graduate
soltero,Si,121,114,Si,Mujer,19,No,Dropout
soltero,Si,152,132.1,Si,Mujer,19,No,Dropout
casado,Si,160,160,No,Mujer,27,No,Graduate
soltero,Si,134,134,Si,Mujer,22,No,Graduate
soltero,Si,128,124.2,Si,Mujer,18,No,Dropout
soltero,Si,125,115.6,Si,Mujer,20,No,Graduate
casado,No,130,128.2,No,Mujer,34,No,Dropout
soltero,Si,138,132.8,Si,Mujer,18,No,Graduate
soltero,Si,121,123.1,Si,Hombre,20,No,Graduate
soltero,Si,134,125.6,Si,Mujer,20,Si,Graduate
soltero,No,130,115,No,Hombre,25,No,Dropout
soltero,Si,126,123.6,Si,Hombre,18,No,Dropout
soltero,Si,148,141.7,No,Hombre,18,No,Dropout
soltero,Si,160,139,Si,Mujer,18,No,Dropout
soltero,Si,118,118,No,Mujer,19,No,Graduate
soltero,Si,150,142,Si,Mujer,19,No,Dropout
soltero,Si,140,143.4,No,Mujer,21,No,Graduate
soltero,Si,110,105.1,Si,Mujer,20,No,Graduate
soltero,No,140,138,Si,Mujer,21,No,Graduate
soltero,No,133.1,114.7,No,Mujer,34,Si,Dropout
soltero,Si,140,130.5,Si,Mujer,20,Si,Graduate
soltero,No,110,134.3,No,Hombre,24,No,Dropout
soltero,Si,148,137.5,No,Hombre,18,No,Graduate
soltero,No,130,152.1,No,Hombre,28,No,Dropout
soltero,Si,132,126.1,No,Hombre,20,No,Dropout
soltero,Si,130,136,Si,Hombre,22,No,Graduate
soltero,Si,128,124.3,Si,Hombre,19,No,Graduate
soltero,Si,133.1,136.1,No,Hombre,26,No,Dropout
soltero,Si,120,115.1,Si,Hombre,21,No,Dropout
soltero,Si,145,143.6,Si,Hombre,18,No,Graduate
soltero,Si,127,115.8,Si,Hombre,18,No,Graduate
soltero,Si,135,149,Si,Hombre,22,No,Graduate
casado,Si,133.1,100,No,Hombre,36,No,Dropout
soltero,Si,125,133.4,Si,Hombre,20,No,Graduate
soltero,Si,127,122.8,No,Hombre,20,No,Dropout
soltero,No,133.1,151.2,No,Hombre,25,No,Dropout
soltero,Si,150,137,No,Hombre,35,No,Graduate
soltero,Si,133.1,118,No,Hombre,22,No,Dropout
soltero,Si,130,130,No,Hombre,20,No,Dropout
soltero,No,133.1,112.5,No,Hombre,50,No,Dropout
soltero,Si,125,118.3,No,Hombre,20,No,Dropout
soltero,Si,140,140,No,Hombre,35,No,Dropout
soltero,Si,110,109,No,Hombre,19,No,Graduate
casado,Si,133.1,110,No,Hombre,43,No,Dropout
soltero,Si,124,119.8,No,Hombre,19,No,Graduate
soltero,Si,114,130,No,Hombre,25,No,Graduate
soltero,Si,155,167.3,Si,Hombre,19,No,Graduate
soltero,Si,133.1,136,Si,Hombre,22,No,Dropout
soltero,Si,125,124,No,Hombre,19,No,Dropout
casado,No,120,132.9,No,Hombre,32,No,Dropout
casado,Si,100,154,Si,Hombre,57,No,Graduate
soltero,Si,133.1,115,No,Hombre,20,No,Dropout
soltero,No,120,96,Si,Hombre,38,No,Dropout
casado,No,120,168.2,No,Hombre,45,No,Graduate
casado,Si,110,140,No,Hombre,43,No,Dropout
soltero,Si,144,137.4,Si,Hombre,19,No,Graduate
casado,No,133.1,150,No,Hombre,49,No,Dropout
soltero,No,133.1,148.5,No,Hombre,34,No,Dropout
casado,No,120,138.7,No,Hombre,43,No,Graduate
soltero,Si,120,117.2,No,Hombre,21,No,Dropout
soltero,Si,134,125.3,Si,Hombre,19,No,Graduate
casado,Si,110,140,No,Hombre,43,No,Dropout
soltero,No,130,124,No,Hombre,31,No,Graduate
soltero,No,150,127,No,Hombre,34,No,Graduate
divorciado,Si,100,110,No,Hombre,30,No,Graduate
casado,Si,133.1,170,No,Hombre,36,No,Dropout
soltero,No,120,120,No,Hombre,46,No,Dropout
soltero,Si,133.1,130,No,Hombre,22,No,Graduate
soltero,Si,130,130,No,Hombre,27,No,Dropout
soltero,Si,140,120,No,Hombre,31,No,Dropout
soltero,Si,145,132.8,Si,Hombre,21,No,Dropout
soltero,Si,133.1,100,No,Hombre,21,No,Dropout
soltero,Si,127,121.8,No,Hombre,19,No,Graduate
soltero,Si,114,109.5,Si,Hombre,20,No,Graduate
soltero,Si,140,138.3,No,Hombre,18,No,Graduate
soltero,Si,140,131.6,No,Hombre,18,No,Graduate
soltero,Si,133.1,101.5,No,Hombre,34,No,Dropout
soltero,Si,123.9,123.9,No,Hombre,20,No,Dropout
soltero,Si,157,143,No,Hombre,18,No,Graduate
soltero,Si,127,126.3,Si,Hombre,21,No,Dropout
casado,Si,120,113.3,No,Hombre,26,No,Dropout
soltero,Si,130,119.9,Si,Hombre,20,No,Dropout
soltero,Si,140,140,No,Hombre,25,No,Dropout
soltero,Si,143,100,Si,Hombre,24,No,Dropout
soltero,Si,125,132.4,No,Hombre,20,No,Graduate
soltero,Si,136,137.1,No,Hombre,20,No,Dropout
soltero,Si,157,138.1,Si,Mujer,18,No,Graduate
soltero,Si,116,109.7,Si,Mujer,22,No,Graduate
soltero,No,113,128.2,No,Mujer,41,No,Dropout
soltero,Si,130,117.8,No,Mujer,19,No,Dropout
soltero,Si,150,150,Si,Mujer,21,No,Graduate
soltero,Si,110,160,Si,Mujer,30,No,Dropout
soltero,Si,101,104.5,Si,Mujer,21,No,Graduate
soltero,Si,133.1,100,No,Mujer,21,Si,Graduate
soltero,Si,138,132.5,Si,Mujer,18,No,Graduate
soltero,Si,138,123.3,Si,Mujer,19,No,Graduate
soltero,Si,141,128.9,Si,Mujer,18,No,Graduate
soltero,Si,133,120.1,Si,Mujer,18,No,Dropout
soltero,Si,100,160,Si,Mujer,24,No,Graduate
soltero,Si,150,150,Si,Mujer,23,No,Graduate
soltero,Si,129,124,Si,Mujer,18,No,Graduate
soltero,Si,133,120.4,Si,Mujer,20,No,Graduate
soltero,Si,133,131.6,No,Mujer,18,No,Graduate
soltero,Si,107,104.2,Si,Mujer,20,No,Graduate
soltero,Si,136,121.7,Si,Mujer,22,No,Graduate
soltero,Si,125,126,Si,Mujer,20,No,Graduate
soltero,Si,137,128.4,Si,Mujer,19,No,Graduate
soltero,Si,144,134.9,Si,Mujer,18,No,Dropout
soltero,Si,146,143.9,No,Mujer,18,No,Graduate
soltero,Si,145,145,Si,Mujer,19,No,Graduate
soltero,Si,126,132,Si,Mujer,19,No,Graduate
soltero,No,141,136.1,No,Mujer,24,No,Graduate
soltero,Si,141,138.9,No,Mujer,21,No,Graduate
soltero,Si,133.1,102,Si,Mujer,20,No,Graduate
soltero,Si,133.1,123,No,Mujer,28,No,Dropout
soltero,Si,127,137.5,Si,Mujer,21,No,Graduate
soltero,Si,130,105.3,No,Hombre,36,No,Dropout
casado,No,110,130,No,Hombre,42,No,Dropout
casado,No,150,122.5,No,Hombre,47,No,Dropout
soltero,Si,160,112,No,Hombre,25,No,Dropout
soltero,Si,170,110,No,Hombre,25,No,Graduate
casado,No,133.1,149.5,No,Hombre,48,No,Dropout
soltero,No,120,141,No,Hombre,32,No,Graduate
soltero,No,130,130,No,Hombre,38,No,Dropout
soltero,Si,130,130,No,Hombre,37,No,Graduate
soltero,Si,120,104,No,Hombre,26,No,Dropout
soltero,Si,110,110,No,Hombre,23,No,Dropout
soltero,Si,150,127,Si,Hombre,26,No,Dropout
soltero,No,133.1,130,No,Mujer,26,No,Graduate
soltero,Si,145,127.5,Si,Mujer,18,No,Graduate
soltero,Si,130,130,Si,Mujer,27,No,Graduate
separado,No,115,115,No,Mujer,24,No,Dropout
soltero,Si,124,126.8,Si,Mujer,20,No,Graduate
soltero,Si,124,116.7,Si,Mujer,18,No,Dropout
soltero,Si,134,128.5,Si,Mujer,18,No,Graduate
soltero,Si,137,127.5,Si,Mujer,18,No,Graduate
soltero,Si,136,148.8,Si,Mujer,19,No,Graduate
soltero,Si,142,127.3,Si,Mujer,18,No,Graduate
soltero,Si,130,130,Si,Mujer,23,No,Graduate
soltero,Si,136,121.7,Si,Mujer,21,No,Graduate
soltero,Si,137,122.7,Si,Mujer,18,No,Graduate
soltero,Si,125,129.2,Si,Mujer,20,No,Dropout
soltero,Si,152,136.3,No,Mujer,18,No,Graduate
soltero,No,125,114.9,No,Mujer,29,No,Graduate
soltero,Si,133.1,102,Si,Hombre,28,No,Dropout
soltero,Si,148,130.9,No,Hombre,24,No,Dropout
soltero,Si,133.1,100,No,Hombre,33,No,Dropout
soltero,Si,115,112.9,Si,Hombre,19,No,Dropout
soltero,Si,120,112.7,No,Hombre,19,No,Graduate
divorciado,No,133.1,143,No,Hombre,37,No,Graduate
soltero,Si,168,155.1,Si,Hombre,18,No,Graduate
casado,Si,133.1,146.6,No,Hombre,37,No,Graduate
soltero,Si,137,141,No,Hombre,36,No,Dropout
soltero,Si,123,120.6,Si,Hombre,19,No,Graduate
soltero,Si,150,110,Si,Hombre,33,No,Graduate
soltero,Si,120,108.6,No,Hombre,34,No,Dropout
soltero,Si,145,134.9,Si,Mujer,18,No,Graduate
soltero,Si,120,120,Si,Mujer,20,No,Dropout
soltero,Si,142,141.3,No,Mujer,19,No,Graduate
soltero,Si,147,135.6,Si,Mujer,20,No,Graduate
soltero,Si,125,121.5,Si,Mujer,19,No,Graduate
soltero,Si,126,125,Si,Mujer,19,No,Graduate
soltero,Si,132,119.1,Si,Mujer,22,Si,Graduate
soltero,Si,123,116.7,No,Mujer,18,No,Graduate
soltero,Si,128,124.9,No,Mujer,19,No,Graduate
soltero,Si,100,114,Si,Mujer,31,No,Dropout
soltero,Si,140,131.1,Si,Mujer,18,No,Graduate
soltero,Si,145,129.3,No,Mujer,19,No,Graduate
soltero,Si,143,129.7,Si,Mujer,18,No,Graduate
soltero,Si,132,120.8,No,Mujer,19,No,Graduate
soltero,Si,130,135,No,Mujer,19,No,Graduate
casado,No,124.4,130,No,Mujer,30,No,Graduate
soltero,Si,144,130.8,Si,Mujer,18,No,Graduate
soltero,Si,121,111.9,Si,Mujer,21,No,Dropout
soltero,Si,150,145.9,No,Mujer,19,No,Graduate
soltero,Si,117,113.5,Si,Mujer,19,No,Dropout
soltero,Si,121,135.4,Si,Mujer,19,No,Graduate
casado,No,140,130.2,No,Mujer,39,No,Graduate
soltero,Si,130,126.9,Si,Mujer,20,No,Dropout
soltero,Si,131,119.8,Si,Mujer,19,No,Graduate
soltero,Si,133.1,130,Si,Mujer,24,No,Graduate
casado,Si,130,138,No,Mujer,34,No,Graduate
casado,No,110,114.6,Si,Mujer,46,No,Dropout
soltero,No,140,140,No,Mujer,37,No,Dropout
soltero,Si,148,134.7,Si,Mujer,18,No,Graduate
casado,Si,140,104.8,No,Mujer,46,No,Graduate
casado,Si,160,126.5,No,Mujer,30,No,Graduate
divorciado,No,130,118.1,No,Mujer,37,No,Dropout
soltero,Si,160,160,Si,Mujer,20,No,Graduate
casado,Si,133.1,100.5,No,Mujer,39,No,Dropout
casado,Si,133.1,110,No,Mujer,53,No,Dropout
casado,Si,100,100,Si,Mujer,54,No,Dropout
soltero,Si,140,140,Si,Mujer,19,No,Graduate
soltero,Si,109,109,Si,Mujer,20,No,Dropout
soltero,Si,130,120.9,Si,Mujer,18,No,Graduate
soltero,Si,130,125.8,No,Mujer,21,No,Graduate
soltero,Si,164,161.2,Si,Mujer,18,No,Graduate
soltero,Si,125,122,Si,Mujer,19,No,Dropout
soltero,Si,137,127.9,Si,Mujer,18,No,Dropout
soltero,Si,133,135.8,Si,Mujer,19,No,Graduate
soltero,Si,163,149.7,Si,Mujer,18,No,Dropout
soltero,Si,160,137.3,Si,Mujer,19,No,Graduate
divorciado,Si,120,110,No,Mujer,34,No,Graduate
soltero,Si,140,146.4,No,Mujer,18,No,Graduate
casado,No,140,121,No,Mujer,50,No,Graduate
soltero,Si,140,125.2,No,Mujer,41,No,Graduate
soltero,Si,115,119.6,Si,Mujer,22,No,Dropout
divorciado,Si,140,142.8,No,Mujer,43,No,Graduate
casado,No,133.1,123.5,No,Mujer,50,No,Dropout
soltero,Si,133.1,100,No,Mujer,60,No,Graduate
casado,No,133.1,150.3,No,Mujer,47,No,Graduate
soltero,Si,116,128.2,No,Mujer,22,No,Graduate
casado,Si,110,114.3,No,Mujer,41,No,Dropout
union_facto,Si,120,120,No,Mujer,32,No,Graduate
casado,No,133.1,110.7,Si,Mujer,50,No,Dropout
soltero,Si,133.1,169.2,No,Mujer,54,Si,Dropout
casado,Si,133.1,100,No,Mujer,34,No,Dropout
divorciado,No,133.1,144.5,No,Mujer,45,No,Dropout
divorciado,No,133.1,134.5,No,Mujer,47,No,Graduate
casado,No,133.1,113.4,No,Mujer,33,No,Dropout
casado,No,140,128,No,Mujer,43,No,Graduate
soltero,Si,120,120,No,Mujer,54,No,Graduate
soltero,No,130,147.5,No,Mujer,39,No,Graduate
casado,No,120,120.7,No,Mujer,39,No,Graduate
soltero,Si,153,153.7,No,Mujer,18,No,Graduate
soltero,Si,131,121.9,No,Mujer,19,No,Graduate
soltero,Si,126,119.4,Si,Mujer,18,No,Graduate
casado,No,110,157.8,No,Mujer,44,No,Graduate
soltero,No,150,154,No,Mujer,27,No,Dropout
soltero,Si,131,135.9,Si,Mujer,18,No,Graduate
casado,No,130,130,No,Mujer,45,No,Dropout
soltero,Si,122,118.9,Si,Mujer,20,No,Graduate
casado,No,151,152.4,No,Mujer,40,No,Graduate
soltero,Si,136,100,No,Mujer,18,No,Graduate
soltero,Si,140,129,Si,Mujer,21,No,Graduate
soltero,Si,131,148.9,Si,Mujer,20,No,Graduate
casado,No,170,170,No,Mujer,27,No,Dropout
casado,Si,100,130,No,Mujer,32,Si,Graduate
soltero,Si,116,119.2,Si,Mujer,18,No,Graduate
soltero,No,133.1,129,No,Mujer,37,No,Dropout
soltero,Si,136,132.5,Si,Mujer,19,No,Graduate
divorciado,No,160,115,No,Mujer,41,No,Graduate
casado,Si,140,128,No,Mujer,18,No,Graduate
soltero,Si,130,125.1,No,Mujer,21,No,Graduate
soltero,Si,140,140,Si,Mujer,23,No,Dropout
soltero,Si,123,120.9,Si,Mujer,18,No,Dropout
soltero,Si,143,135.3,Si,Mujer,18,No,Graduate
soltero,Si,133.1,125.2,No,Mujer,21,No,Dropout
soltero,Si,136,135.7,Si,Mujer,19,No,Graduate
separado,Si,133.1,110,No,Mujer,47,No,Dropout
casado,No,110,110,No,Mujer,39,No,Graduate
soltero,Si,118,115.2,Si,Mujer,19,No,Graduate
soltero,No,110,112.9,No,Mujer,38,No,Dropout
union_facto,Si,133.1,119.4,No,Mujer,27,No,Dropout
soltero,Si,162,152.9,Si,Mujer,18,No,Graduate
casado,Si,133.1,98.5,No,Mujer,48,No,Dropout
soltero,Si,150,108,No,Mujer,25,No,Dropout
casado,Si,133.1,120,No,Mujer,32,No,Graduate
soltero,Si,154,150.2,No,Mujer,18,No,Graduate
soltero,No,140,139.2,No,Mujer,20,No,Graduate
soltero,Si,158,130,Si,Mujer,20,No,Graduate
soltero,Si,122,115.7,Si,Mujer,20,No,Dropout
soltero,No,133.1,118.1,Si,Mujer,39,No,Dropout
soltero,Si,132,119.1,Si,Mujer,29,No,Dropout
soltero,No,130,111.9,No,Mujer,36,No,Dropout
soltero,Si,144,130.5,Si,Mujer,18,No,Graduate
casado,No,133.1,135,No,Mujer,51,No,Dropout
soltero,Si,133.1,130,No,Mujer,23,Si,Dropout
soltero,Si,150,150,Si,Mujer,21,No,Dropout
soltero,Si,150,150.2,Si,Mujer,28,No,Dropout
soltero,No,100,107.5,No,Mujer,41,No,Dropout
divorciado,No,100,130,No,Mujer,43,No,Graduate
